convo_id,train_test_val,msg_id,timestamp,text,speaker,reply_to,speaker_intention,reciever_perception,reciever,absolute_message_index,relative_message_index,year,game_score_speaker,game_score_receiver,game_score_delta,deception_quadrant
Game1-italy-germany,Train,Game1-italy-germany-13,151,"Just an FYI: I’ve now had both England and France suggest to me that I should move to Tyrolia and France will support me to Munich in the Fall. One saying that to me is not a big deal, but with both mentioning it, my alarm bells are going off. I am concerned about an E/F. ",italy-Game1,Game1-italy-germany-12,Truth,Truth,germany-Game1,151,13,1901,3,3,0,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-13,151,I’m certainly not moving to Tyrolia. But I just want you to be cautious here. I feel like England and France are working together.,italy-Game1,Game1-italy-germany-12,Truth,Truth,germany-Game1,151,13,1901,3,3,0,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-14,171,"I appreciate the tip, but I'm wondering why you're so against ousting me from Munich if I haven't explicitly agreed to be your ally?",germany-Game1,Game1-italy-germany-13,Truth,Truth,italy-Game1,171,14,1901,3,3,0,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-16,180,"Did France tell you he was moving to Burgundy, or was that a stab?",italy-Game1,Game1-italy-germany-15,Truth,Truth,germany-Game1,180,16,1901,3,3,0,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-17,188,"I was not informed of it, no. And England is leading me to believe it's part of a play for Belgium, so if they're working together this might be a trick...",germany-Game1,Game1-italy-germany-16,Truth,Truth,italy-Game1,188,17,1901,3,3,0,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-17,188,"Italy, you seem like a straight shooter, and Austria has confirmed with me about your two's alliance. So I'll confide in you--this is my first ever game of diplomacy, and I think that teaming up with the two of you could help me learn more and have more fun. So, if you're still interested in a central powers alliance, I'm in.",germany-Game1,Game1-italy-germany-16,Truth,Truth,italy-Game1,188,17,1901,3,3,0,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-18,222,"Okay full disclosure: I'm not very smart, and I accidentally let slip to England that you told me France was plotting to take Munich. I'm sorry for the error but I figured it was better to admit it so you know that England/France may not trust you.",germany-Game1,Game1-italy-germany-17,Truth,Truth,italy-Game1,222,18,1901,3,3,0,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-19,226,"Okay, thanks for telling me.",italy-Game1,Game1-italy-germany-18,Truth,Truth,germany-Game1,226,19,1901,3,3,0,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-20,254,"So, um, no alliance then?",germany-Game1,Game1-italy-germany-19,Truth,Truth,italy-Game1,254,20,1901,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-21,280,"I do want to be allies. Sorry, busy weekend here running around with bambinos. More to come.",italy-Game1,Game1-italy-germany-20,Truth,Truth,germany-Game1,280,21,1901,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-22,314,What would you think of helping me take Marseilles in two turns?,germany-Game1,Game1-italy-germany-21,Truth,Truth,italy-Game1,314,22,1901,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-23,338,"Hi Germany, I’ll certainly consider that. Though, I’ll note: traditionally, Germany would help Italy to Marseilles if the two of them work together there. The reason is that: if I help you to Marseilles, I’m basically cut off from going west and getting anything myself. So, usually, Germany would help Italy into Marseilles to encourage Italy to come west and Germany would plan to take Paris, Belgium and Brest.",italy-Game1,Game1-italy-germany-22,Truth,Truth,germany-Game1,338,23,1901,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-24,340,"Fair enough--I'll help you take it, then, but I'll need to deal with Belgium first.",germany-Game1,Game1-italy-germany-23,Truth,Truth,italy-Game1,340,24,1901,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-25,341,How are things going with England? I think that getting him to work with you is the main key here.,italy-Game1,Game1-italy-germany-24,Truth,Truth,germany-Game1,341,25,1901,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-26,354,I'm trying--I just offered to assist with taking Sweden in exchange for some assistance into Belgium...not sure if they'll go for it...,germany-Game1,Game1-italy-germany-25,Truth,Truth,italy-Game1,354,26,1902,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-27,359,I’ll check with England and try to see where his head is at.,italy-Game1,Game1-italy-germany-26,Truth,Truth,germany-Game1,359,27,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-29,368,That’s the worst!,italy-Game1,Game1-italy-germany-28,Truth,Truth,germany-Game1,368,29,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-29,368,And I’m glad to see you’re so focused on this in your first game. It’s a really great game if you put in the time and effort!,italy-Game1,Game1-italy-germany-28,Truth,Truth,germany-Game1,368,29,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-30,379,You're definitely telling the truth on that one. So can I count on you to move to piedmont this season?,germany-Game1,Game1-italy-germany-29,Truth,Truth,italy-Game1,379,30,1902,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-31,424,I don’t think I can afford to move to Piedmont this season. I don’t really trust Austria to avoid walking through that door if I leave it wide open. ,italy-Game1,Game1-italy-germany-30,Truth,Truth,germany-Game1,424,31,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-31,424,I think you need to get England on board to attack France.,italy-Game1,Game1-italy-germany-30,Truth,Truth,germany-Game1,424,31,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-32,426,That's valid. And actually I was conferring with England and we concluded that it's not really gonna be possible for me to help you take Marseilles this year anyway. ,germany-Game1,Game1-italy-germany-31,Truth,Truth,italy-Game1,426,32,1902,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-32,426,"...what are you and Austria planning for this year, then? I'm willing to tell you my plans in exchange as a gesture of trust. ",germany-Game1,Game1-italy-germany-31,Truth,Truth,italy-Game1,426,32,1902,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-32,426,Have you communicated at all with England or France?,germany-Game1,Game1-italy-germany-31,Truth,Truth,italy-Game1,426,32,1902,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-33,441,"Hi, are you there?",italy-Game1,Game1-italy-germany-32,Truth,Truth,germany-Game1,441,33,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-33,441,Just woke up. ,italy-Game1,Game1-italy-germany-32,Truth,Truth,germany-Game1,441,33,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-33,441,"England did return my message, but he did not tell me anything substantive so I really don’t know what he’s doing. I’m planning to move towards Turkey.",italy-Game1,Game1-italy-germany-32,Truth,Truth,germany-Game1,441,33,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-34,480,"Well, you’re in trouble. That England move is trouble. ",italy-Game1,Game1-italy-germany-33,Truth,Truth,germany-Game1,480,34,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-34,480,"I’m going to try to convince him to change course. I suggest you be very kind to him, and don’t burn that bridge. I think your game hinges on turning England around.",italy-Game1,Game1-italy-germany-33,Truth,Truth,germany-Game1,480,34,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-35,541,"Hi Germany,",italy-Game1,Game1-italy-germany-34,Truth,Truth,germany-Game1,541,35,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-35,541,I’m working hard on turning England. And I’m also trying to get Russia to come to your aid. Doing the best I can! I’ll keep you posted.,italy-Game1,Game1-italy-germany-34,Truth,Truth,germany-Game1,541,35,1902,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-36,546,"England just told me that Russia is helping them to take Denmark so that may be a lost cause. Granted, the source for that intel is a serpentine jackal-spawn",germany-Game1,Game1-italy-germany-35,Truth,Truth,italy-Game1,546,36,1902,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-37,604,"Okay, I’m reasonably sure that England wants to take the Channel and attack France now. ",italy-Game1,Game1-italy-germany-36,Truth,Truth,germany-Game1,604,37,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-37,604,"I believe that you should basically do whatever England asks to help make this happen. As long as E attacks F, you will be in a much better position, and you’ll gain back centers quickly. ",italy-Game1,Game1-italy-germany-36,Truth,Truth,germany-Game1,604,37,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-37,604,What are you hearing?,italy-Game1,Game1-italy-germany-36,Truth,Truth,germany-Game1,604,37,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-38,656,What are your plans for this turn? I can't help but notice that Munich is surrounded by foreign armies on three sides...,germany-Game1,Game1-italy-germany-37,Truth,Truth,italy-Game1,656,38,1903,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-38,656,I wish I could be more helpful but I'm pretty much just treading water right now trying not to lose anything else,germany-Game1,Game1-italy-germany-37,Truth,Truth,italy-Game1,656,38,1903,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-39,693,"Hey — sorry, just getting back into this now.",italy-Game1,Game1-italy-germany-38,Truth,Truth,germany-Game1,693,39,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-40,722,I have good news! (1) I am finally attacking France this turn. (2) I will be supporting Munich to hold from Tyrolia. ,italy-Game1,Game1-italy-germany-39,Truth,Truth,germany-Game1,722,40,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-40,722,"Let’s turn this game around, yes?",italy-Game1,Game1-italy-germany-39,Truth,Truth,germany-Game1,722,40,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-41,740,I am pretty sure that England is not attacking you this turn. And I am committed to supporting Munich holding. Make sure you don’t move Munich so that it can take my support.,italy-Game1,Game1-italy-germany-40,Truth,Truth,germany-Game1,740,41,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-42,741,"Okay, can do. Thanks!",germany-Game1,Game1-italy-germany-41,Truth,Truth,italy-Game1,741,42,1903,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-43,744,I suggest that you order:,italy-Game1,Game1-italy-germany-42,Truth,Truth,germany-Game1,744,43,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-43,744,Kiel Support Berlin holding,italy-Game1,Game1-italy-germany-42,Truth,Truth,germany-Game1,744,43,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-43,744,Berlin Support Munich holding,italy-Game1,Game1-italy-germany-42,Truth,Truth,germany-Game1,744,43,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-43,744,Helg to Holland,italy-Game1,Game1-italy-germany-42,Truth,Truth,germany-Game1,744,43,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-43,744,Munich Support Berlin holding,italy-Game1,Game1-italy-germany-42,Truth,Truth,germany-Game1,744,43,1903,5,6,1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-44,748,I agree completely--although I didn't know that a country could hold *and* support at the same time! Thanks!,germany-Game1,Game1-italy-germany-43,Truth,Truth,italy-Game1,748,44,1903,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-45,783,Thanks Italy. Hope you're enjoying the weather on the Anatolian 😉,germany-Game1,Game1-italy-germany-44,Truth,Truth,italy-Game1,783,45,1903,4,3,-1,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-49,826,"God, I hope so! I'm attempting to make that deal with russia now...and I'm talking with England re: Belgium",germany-Game1,Game1-italy-germany-48,Truth,Truth,italy-Game1,826,49,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-50,856,"It’s none of my business, but if you do plan to take Denmark, I strongly recommend you wait until Fall. I think the most important thing for you right now is getting England fully committed against France. If that happens, taking Denmark later will be easy.",italy-Game1,Game1-italy-germany-49,Truth,Truth,germany-Game1,856,50,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-51,860,"I think me and England are really on the same page at this point regarding France. I'm actually sort of running counter-intelligence for England (and my friends to the south, of course!) with Russia right now. ",germany-Game1,Game1-italy-germany-50,Truth,Truth,italy-Game1,860,51,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-51,860,England and I talked about Denmark too...and it seems like one or the other of Denmark or Belgium should work out for me this year and I'm fine with that,germany-Game1,Game1-italy-germany-50,Truth,Truth,italy-Game1,860,51,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-52,864,Great to hear. Thank you.,italy-Game1,Game1-italy-germany-51,Truth,Truth,germany-Game1,864,52,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-53,913,"Do you need me to disrupt Bur this year? I'll need to seriously trust Russia if I'm going to risk not holding my eastern front, I think...",germany-Game1,Game1-italy-germany-52,Truth,Truth,italy-Game1,913,53,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-54,946,"I do think a move to Burgundy makes sense for you this turn, and I can’t imagine Russia attacking you here. He has a serious Austria problem. ",italy-Game1,Game1-italy-germany-53,Truth,Truth,germany-Game1,946,54,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-54,946,I suggest this:,italy-Game1,Game1-italy-germany-53,Truth,Truth,germany-Game1,946,54,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-54,946,Mun - Bur,italy-Game1,Game1-italy-germany-53,Truth,Truth,germany-Game1,946,54,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-54,946,Ruh - Bel,italy-Game1,Game1-italy-germany-53,Truth,Truth,germany-Game1,946,54,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-54,946,Hol Support Ruh - Bel ,italy-Game1,Game1-italy-germany-53,Truth,Truth,germany-Game1,946,54,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-54,946,Ber - Kie,italy-Game1,Game1-italy-germany-53,Truth,Truth,germany-Game1,946,54,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-54,946,"Tell Russia that the last thing in the world you want to see is Austria run him over, and you’re willing to help keep Russia viable if necessary (you’re angling for Russia to disband his northern holdings this turn).",italy-Game1,Game1-italy-germany-53,Truth,Truth,germany-Game1,946,54,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-55,947,"And ask England nicely to support Ruh - Hol, with the explanation that you don’t plan to ask for Denmark back, but you think it would help you both to diminish France. (You’ll get Den back eventually, but you want England to think you don’t care about it).",italy-Game1,Game1-italy-germany-54,Truth,Truth,germany-Game1,947,55,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-56,954,"Thanks, I'll work on these. ",germany-Game1,Game1-italy-germany-55,Truth,Truth,italy-Game1,954,56,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-56,954,...Why didn't you scooch into the Aegean behind Austria? You could have defended or even held Bulgaria this turn?,germany-Game1,Game1-italy-germany-55,Truth,Truth,italy-Game1,954,56,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-57,958,"England and I were talking about your moves for this season--what do you think of convoying Pie into Spa, supporting this with Wes, and then moving Tyr into Pie?",germany-Game1,Game1-italy-germany-56,Truth,Truth,italy-Game1,958,57,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-58,959,"This leaves Marseilles open for Bur to fall into if France goes that route, which gives me an opening into Bur",germany-Game1,Game1-italy-germany-57,Truth,Truth,italy-Game1,959,58,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-59,965,That’s not bad.,italy-Game1,Game1-italy-germany-58,Truth,Truth,germany-Game1,965,59,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-60,966,I was kind of thinking I should pick one or the other of Marseilles or Spain to attack and not tell a soul which one I’m going after.,italy-Game1,Game1-italy-germany-59,Truth,Truth,germany-Game1,966,60,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-61,967,Do you really think it’s important to coordinate?,italy-Game1,Game1-italy-germany-60,Truth,Truth,germany-Game1,967,61,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-62,968,I do think you’re best off moving to Burgundy. And there is some chance that we fail this turn. But I think we just take a guess and hope for the best. We’ll get him next turn if not this one.,italy-Game1,Game1-italy-germany-61,Truth,Truth,germany-Game1,968,62,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-63,970,Okay—sorry for being nosy! I will try for bur on the off chance it shakes out that way,germany-Game1,Game1-italy-germany-62,Truth,Truth,italy-Game1,970,63,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-64,971,"Nah, you’re not being nosy at all. I mean, come on, we both know that I have no problem sticking my nose where it doesn’t belong.",italy-Game1,Game1-italy-germany-63,Truth,Truth,germany-Game1,971,64,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-65,972,Marked as true,germany-Game1,Game1-italy-germany-64,Truth,Truth,italy-Game1,972,65,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-66,973,"I like to coordinate, but on these sort of 50/50 guesses, I kind of like to keep it secret so that if it doesn’t go well, I have nobody to blame but myself.",italy-Game1,Game1-italy-germany-65,Truth,Truth,germany-Game1,973,66,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-67,974,Ha!,italy-Game1,Game1-italy-germany-66,Truth,Truth,germany-Game1,974,67,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-68,975,"Well, are you willing to humor my question about the Aegean, anyway?",germany-Game1,Game1-italy-germany-67,Truth,Truth,italy-Game1,975,68,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-69,977,"Sure. I was thinking of moving that fleet to Ionian. You think a move to Aegean is better? I’m not really sure, but let’s talk it through.",italy-Game1,Game1-italy-germany-68,Truth,Truth,germany-Game1,977,69,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-70,978,"No sorry I meant in hindsight--like this past turn you should have moved to Aeg so that this current turn, when Austria takes Rumania (from Bulgaria), you'd be there to cover Bulgaria so it couldn't get scooped by the Black sea, and potentially you'd just get to take it.",germany-Game1,Game1-italy-germany-69,Truth,Truth,italy-Game1,978,70,1904,4,2,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-71,989,Not a bad point. I agree.,italy-Game1,Game1-italy-germany-70,Truth,Truth,germany-Game1,989,71,1904,6,8,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-72,1012,"Hmmmm, kind of a pointless lie if you ask me, but I won’t hold it against you. You’re in a tough spot.",italy-Game1,Game1-italy-germany-71,Truth,Truth,germany-Game1,1012,72,1904,7,9,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-73,1014,um what lie? I did exactly the moves you suggested!,germany-Game1,Game1-italy-germany-72,Truth,Truth,italy-Game1,1014,73,1904,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-74,1015,Ha! So sorry!! I meant that for France!,italy-Game1,Game1-italy-germany-73,Truth,Truth,germany-Game1,1015,74,1904,7,9,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-75,1016,You are my favorite.,italy-Game1,Game1-italy-germany-74,Truth,Lie,germany-Game1,1016,75,1904,7,9,2,Cassandra
Game1-italy-germany,Train,Game1-italy-germany-76,1030,Marked as lie because clearly austria is your favorite.,germany-Game1,Game1-italy-germany-75,Truth,Truth,italy-Game1,1030,76,1904,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-76,1030,"Speaking of, I assume that your seizing Trieste was mutually agreed upon?",germany-Game1,Game1-italy-germany-75,Truth,Truth,italy-Game1,1030,76,1904,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-77,1033,Yes — agreed upon.,italy-Game1,Game1-italy-germany-76,Truth,Truth,germany-Game1,1033,77,1904,7,9,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-78,1037,That's not what Austria said to England...,germany-Game1,Game1-italy-germany-77,Truth,Truth,italy-Game1,1037,78,1904,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-79,1042,"Hmmmm, okay. Well, let’s just keep that between you and me then. 🤦‍♂️",italy-Game1,Game1-italy-germany-78,Truth,Truth,germany-Game1,1042,79,1904,7,9,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-80,1045,"You know italy, I think we *do* need to coordinate your move this time--England and I have a shot at either Bur or Mao if one of Marseilles or Spain can be left open for France to fall into. This will improve all of our chances of crushing France quickly.",germany-Game1,Game1-italy-germany-79,Truth,Truth,italy-Game1,1045,80,1904,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-81,1046,"Okay, I can dig it. What do you want me to do?",italy-Game1,Game1-italy-germany-80,Truth,Truth,germany-Game1,1046,81,1904,7,9,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-82,1049,Let me confer with England and get back to you. Glad to hear that though!,germany-Game1,Game1-italy-germany-81,Truth,Truth,italy-Game1,1049,82,1904,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-83,1111,So...any thoughts on how to approach this?,italy-Game1,Game1-italy-germany-82,Truth,Truth,germany-Game1,1111,83,1905,7,9,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-84,1113,"It looks like England's not willing to try for MAO if it means possibly losing the channel. However, they'll bring the NWG fleet around to try for MAO next year. ",germany-Game1,Game1-italy-germany-83,Truth,Truth,italy-Game1,1113,84,1905,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-84,1113,"So if you could keep Marseilles open, it will help me to try and take Burgundy this turn.",germany-Game1,Game1-italy-germany-83,Truth,Truth,italy-Game1,1113,84,1905,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-85,1118,"If I leave Marseilles open, would you kindly use Burgundy in the Fall to help me take Marseilles? (Likely that means ordering Burgundy to Gascony to cut support)",italy-Game1,Game1-italy-germany-84,Truth,Truth,germany-Game1,1118,85,1905,7,9,2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-86,1120,Will do.,germany-Game1,Game1-italy-germany-85,Truth,Truth,italy-Game1,1120,86,1905,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-87,1156,"Okay, so I still have a teensy little bone to pick with you: on the off-chance that Austria wasn't lying and you *did* take Trieste unexpectedly, I sort of worry that I might be next. Are you willing to tell me what your plans are for the Tri unit, or at least to warn me before any move into Tyrolia?",germany-Game1,Game1-italy-germany-86,Truth,Truth,italy-Game1,1156,87,1905,5,3,-2,Straightforward
Game1-italy-germany,Train,Game1-italy-germany-88,1168,"Sure. But, you’ll see from my moves this turn that Austria is lying to you.",italy-Game1,Game1-italy-germany-87,Truth,Truth,germany-Game1,1168,88,1905,7,9,2,Straightforward
